1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
432379.34	controlled volume vertical hydraulically-coupled diaphragm simplex reciprocating pumps	432379.34	controlled volume vertical hydraulically-coupled diaphragm simplex reciprocating pumps	Process Gas & Liquid Handling	43 00 00
432379.35	controlled volume vertical hydraulically-coupled diaphragm duplex reciprocating pumps	432379.35	controlled volume vertical hydraulically-coupled diaphragm duplex reciprocating pumps	Process Gas & Liquid Handling	43 00 00
432379.36	controlled volume vertical hydraulically-coupled diaphragm multiplex reciprocating pumps	432379.36	controlled volume vertical hydraulically-coupled diaphragm multiplex reciprocating pumps	Process Gas & Liquid Handling	43 00 00
432400	suspended liquid pumps	432400	suspended liquid pumps	Process Gas & Liquid Handling	43 00 00
432411	vertically suspended single-casing submersible centrifugal pumps	432411	vertically suspended single-casing submersible centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432413	vertically suspended single-casing discharge-through-column centrifugal pumps	432413	vertically suspended single-casing discharge-through-column centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432413.13	vertically suspended single-casing discharge-through-column diffuser centrifugal pumps	432413.13	vertically suspended single-casing discharge-through-column diffuser centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432413.23	vertically suspended single-casing discharge-through-column volute centrifugal pumps	432413.23	vertically suspended single-casing discharge-through-column volute centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432413.33	vertically suspended single-casing discharge-through-column axial flow centrifugal pumps	432413.33	vertically suspended single-casing discharge-through-column axial flow centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432416	vertically suspended single-casing separate discharge (sump) centrifugal pumps	432416	vertically suspended single-casing separate discharge (sump) centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432416.13	vertically suspended single-casing separate discharge (sump) line shaft centrifugal pumps	432416.13	vertically suspended single-casing separate discharge (sump) line shaft centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432416.23	vertically suspended single-casing separate discharge (sump) cantilever centrifugal pumps	432416.23	vertically suspended single-casing separate discharge (sump) cantilever centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432421	vertically suspended double-casing centrifugal pumps	432421	vertically suspended double-casing centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432421.13	vertically suspended double-casing diffuser centrifugal pumps	432421.13	vertically suspended double-casing diffuser centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432421.23	vertically suspended double-casing volute centrifugal pumps	432421.23	vertically suspended double-casing volute centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432426	vertically suspended inline casing diffuser centrifugal pumps	432426	vertically suspended inline casing diffuser centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432441	archimedes screw pumps	432441	archimedes screw pumps	Process Gas & Liquid Handling	43 00 00
432441.13	positive-displacement inclined open archimedes screw-type pumps	432441.13	positive-displacement inclined open archimedes screw-type pumps	Process Gas & Liquid Handling	43 00 00
432441.23	positive-displacement inclined closed-casing archimedes screw-type pumps	432441.23	positive-displacement inclined closed-casing archimedes screw-type pumps	Process Gas & Liquid Handling	43 00 00
432500	submersible/immersible liquid pumps	432500	submersible/immersible liquid pumps	Process Gas & Liquid Handling	43 00 00
432513	overhung close-coupled submersible centrifugal pumps	432513	overhung close-coupled submersible centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432513.13	overhung close-coupled submersible diffuser centrifugal pumps	432513.13	overhung close-coupled submersible diffuser centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432513.23	overhung close-coupled submersible volute centrifugal pumps	432513.23	overhung close-coupled submersible volute centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432550	positive displacement submersible liquid pumps	432550	positive displacement submersible liquid pumps	Process Gas & Liquid Handling	43 00 00
432600	specialized liquid pumps	432600	specialized liquid pumps	Process Gas & Liquid Handling	43 00 00
432613	submersible grinder pumps	432613	submersible grinder pumps	Process Gas & Liquid Handling	43 00 00
432630	regenerative centrifugal pumps	432630	regenerative centrifugal pumps	Process Gas & Liquid Handling	43 00 00
432630.13	overhung impeller regenerative turbine pumps	432630.13	overhung impeller regenerative turbine pumps	Process Gas & Liquid Handling	43 00 00
432630.21	overhung impeller single-stage regenerative turbine pumps	432630.21	overhung impeller single-stage regenerative turbine pumps	Process Gas & Liquid Handling	43 00 00
432630.23	overhung impeller two-stage regenerative turbine pumps	432630.23	overhung impeller two-stage regenerative turbine pumps	Process Gas & Liquid Handling	43 00 00
432630.26	between-bearings impeller regenerative turbine pumps	432630.26	between-bearings impeller regenerative turbine pumps	Process Gas & Liquid Handling	43 00 00
432630.27	between-bearings impeller single-stage regenerative turbine pumps	432630.27	between-bearings impeller single-stage regenerative turbine pumps	Process Gas & Liquid Handling	43 00 00
432630.29	between-bearings impeller two-stage regenerative turbine pumps	432630.29	between-bearings impeller two-stage regenerative turbine pumps	Process Gas & Liquid Handling	43 00 00
432640	regenerative turbine pumps	432640	regenerative turbine pumps	Process Gas & Liquid Handling	43 00 00
432660	regenerative vacuum pumps	432660	regenerative vacuum pumps	Process Gas & Liquid Handling	43 00 00
432670	rotating-case pumps	432670	rotating-case pumps	Process Gas & Liquid Handling	43 00 00
432700	process liquid filters	432700	process liquid filters	Process Gas & Liquid Handling	43 00 00
432713	cyclonic liquid filters	432713	cyclonic liquid filters	Process Gas & Liquid Handling	43 00 00
432716	centrifugal horizontal pressure leaf liquid filters	432716	centrifugal horizontal pressure leaf liquid filters	Process Gas & Liquid Handling	43 00 00
432719	press liquid filters	432719	press liquid filters	Process Gas & Liquid Handling	43 00 00
432723	liquid bag filters	432723	liquid bag filters	Process Gas & Liquid Handling	43 00 00
432733	mechanically cleaned liquid filters	432733	mechanically cleaned liquid filters	Process Gas & Liquid Handling	43 00 00
432743	tubular backwashing liquid filters	432743	tubular backwashing liquid filters	Process Gas & Liquid Handling	43 00 00
432753	vacuum belt liquid filters	432753	vacuum belt liquid filters	Process Gas & Liquid Handling	43 00 00
432763	woven media liquid filters	432763	woven media liquid filters	Process Gas & Liquid Handling	43 00 00
432763.13	disc liquid filters	432763.13	disc liquid filters	Process Gas & Liquid Handling	43 00 00
432763.23	rotating drum liquid filters	432763.23	rotating drum liquid filters	Process Gas & Liquid Handling	43 00 00
432763.33	layer liquid filters	432763.33	layer liquid filters	Process Gas & Liquid Handling	43 00 00
432763.43	candle liquid filters	432763.43	candle liquid filters	Process Gas & Liquid Handling	43 00 00
432763.53	vertical leaf liquid filters	432763.53	vertical leaf liquid filters	Process Gas & Liquid Handling	43 00 00
432773	nonwoven media liquid filters	432773	nonwoven media liquid filters	Process Gas & Liquid Handling	43 00 00
432773.13	surface liquid filters	432773.13	surface liquid filters	Process Gas & Liquid Handling	43 00 00
432773.23	depth liquid filters	432773.23	depth liquid filters	Process Gas & Liquid Handling	43 00 00
433000	gas and liquid purification equipment	433000	gas and liquid purification equipment	Process Gas & Liquid Handling	43 00 00
433100	gas and liquid purification filtration equipment	433100	gas and liquid purification filtration equipment	Process Gas & Liquid Handling	43 00 00
433113	gas and liquid purification filters	433113	gas and liquid purification filters	Process Gas & Liquid Handling	43 00 00
433113.13	activated carbon-gas and liquid purification filters	433113.13	activated carbon-gas and liquid purification filters	Process Gas & Liquid Handling	43 00 00
433113.16	gas and liquid purification filter presses	433113.16	gas and liquid purification filter presses	Process Gas & Liquid Handling	43 00 00
433113.19	high-purity cartridge gas and liquid purification filters	433113.19	high-purity cartridge gas and liquid purification filters	Process Gas & Liquid Handling	43 00 00
433113.23	membrane diaphragm gas and liquid purification filters	433113.23	membrane diaphragm gas and liquid purification filters	Process Gas & Liquid Handling	43 00 00
433113.26	multimedia gas and liquid purification filters	433113.26	multimedia gas and liquid purification filters	Process Gas & Liquid Handling	43 00 00
433113.29	pretreatment cartridge gas and liquid purification filters	433113.29	pretreatment cartridge gas and liquid purification filters	Process Gas & Liquid Handling	43 00 00
433113.33	ultrafilter units	433113.33	ultrafilter units	Process Gas & Liquid Handling	43 00 00
433200	gas and liquid purification process equipment	433200	gas and liquid purification process equipment	Process Gas & Liquid Handling	43 00 00
433213	gas and liquid purification process beds	433213	gas and liquid purification process beds	Process Gas & Liquid Handling	43 00 00
433213.13	anion-gas and liquid purification process beds	433213.13	anion-gas and liquid purification process beds	Process Gas & Liquid Handling	43 00 00
433213.16	cation-gas and liquid purification process beds	433213.16	cation-gas and liquid purification process beds	Process Gas & Liquid Handling	43 00 00
433223	gas and liquid purification process clarifier systems	433223	gas and liquid purification process clarifier systems	Process Gas & Liquid Handling	43 00 00
433226	gas and liquid purification decarbonators	433226	gas and liquid purification decarbonators	Process Gas & Liquid Handling	43 00 00
433229	electronic deionization purification units	433229	electronic deionization purification units	Process Gas & Liquid Handling	43 00 00
433233	external regeneration systems	433233	external regeneration systems	Process Gas & Liquid Handling	43 00 00
433236	mixed-bed ion-exchange vessels	433236	mixed-bed ion-exchange vessels	Process Gas & Liquid Handling	43 00 00
433239	gas and liquid purification mixed beds	433239	gas and liquid purification mixed beds	Process Gas & Liquid Handling	43 00 00
433239.13	externally regenerable gas and liquid purification mixed beds	433239.13	externally regenerable gas and liquid purification mixed beds	Process Gas & Liquid Handling	43 00 00
433239.16	in-situ regenerable gas and liquid purification mixed beds	433239.16	in-situ regenerable gas and liquid purification mixed beds	Process Gas & Liquid Handling	43 00 00
433253	packed-bed ion-exchange vessels	433253	packed-bed ion-exchange vessels	Process Gas & Liquid Handling	43 00 00
433256	reverse-osmosis purification units	433256	reverse-osmosis purification units	Process Gas & Liquid Handling	43 00 00
433259	gas and liquid purification scrubbers	433259	gas and liquid purification scrubbers	Process Gas & Liquid Handling	43 00 00
433263	ultraviolet sterilizers	433263	ultraviolet sterilizers	Process Gas & Liquid Handling	43 00 00
433266	vacuum degasifiers	433266	vacuum degasifiers	Process Gas & Liquid Handling	43 00 00
433269	chemical feed systems	433269	chemical feed systems	Process Gas & Liquid Handling	43 00 00
433273	ozonation equipment	433273	ozonation equipment	Process Gas & Liquid Handling	43 00 00
433276	chlorination equipment	433276	chlorination equipment	Process Gas & Liquid Handling	43 00 00
434000	gas and liquid storage	434000	gas and liquid storage	Process Gas & Liquid Handling	43 00 00
434100	non-pressurized tanks and vessels	434100	non-pressurized tanks and vessels	Process Gas & Liquid Handling	43 00 00
434111	bolted steel tanks	434111	bolted steel tanks	Process Gas & Liquid Handling	43 00 00
434113	welded steel tanks	434113	welded steel tanks	Process Gas & Liquid Handling	43 00 00
434113.13	glass-lined welded steel tanks	434113.13	glass-lined welded steel tanks	Process Gas & Liquid Handling	43 00 00
434113.23	rubber-lined welded steel tanks	434113.23	rubber-lined welded steel tanks	Process Gas & Liquid Handling	43 00 00
434113.33	epoxy-lined welded steel tanks	434113.33	epoxy-lined welded steel tanks	Process Gas & Liquid Handling	43 00 00
434113.43	ceramic-lined welded steel tanks	434113.43	ceramic-lined welded steel tanks	Process Gas & Liquid Handling	43 00 00
434123	stainless steel tanks	434123	stainless steel tanks	Process Gas & Liquid Handling	43 00 00
434126	aluminum tanks	434126	aluminum tanks	Process Gas & Liquid Handling	43 00 00
434131	metallic specialty tanks	434131	metallic specialty tanks	Process Gas & Liquid Handling	43 00 00
434141	polyvinyl chloride tanks	434141	polyvinyl chloride tanks	Process Gas & Liquid Handling	43 00 00
434143	polyethylene tanks	434143	polyethylene tanks	Process Gas & Liquid Handling	43 00 00
434145	fiberglass reinforced plastic tanks	434145	fiberglass reinforced plastic tanks	Process Gas & Liquid Handling	43 00 00
434153	wood stave tanks	434153	wood stave tanks	Process Gas & Liquid Handling	43 00 00
434163	precast concrete tanks	434163	precast concrete tanks	Process Gas & Liquid Handling	43 00 00
434173	ceramic tanks	434173	ceramic tanks	Process Gas & Liquid Handling	43 00 00
434183	non-metallic specialty tanks	434183	non-metallic specialty tanks	Process Gas & Liquid Handling	43 00 00
434200	pressurized tanks and vessels	434200	pressurized tanks and vessels	Process Gas & Liquid Handling	43 00 00
434211	cast iron pressure tanks	434211	cast iron pressure tanks	Process Gas & Liquid Handling	43 00 00
434213	ductile iron pressure tanks	434213	ductile iron pressure tanks	Process Gas & Liquid Handling	43 00 00
434221	welded steel pressure tanks	434221	welded steel pressure tanks	Process Gas & Liquid Handling	43 00 00
434223	glass-lined steel pressure tanks	434223	glass-lined steel pressure tanks	Process Gas & Liquid Handling	43 00 00
434226	welded steel gas storage sphere	434226	welded steel gas storage sphere	Process Gas & Liquid Handling	43 00 00
434233	stainless steel pressure tanks	434233	stainless steel pressure tanks	Process Gas & Liquid Handling	43 00 00
434236	aluminum pressure tanks	434236	aluminum pressure tanks	Process Gas & Liquid Handling	43 00 00
434241	metallic specialty pressure tanks	434241	metallic specialty pressure tanks	Process Gas & Liquid Handling	43 00 00
434253	fiberglass reinforced plastic pressure tanks	434253	fiberglass reinforced plastic pressure tanks	Process Gas & Liquid Handling	43 00 00
434283	non-metallic specialty pressure tanks	434283	non-metallic specialty pressure tanks	Process Gas & Liquid Handling	43 00 00
440000	pollution and waste control equipment	440000	pollution and waste control equipment	Pollution & Waste Control	44 00 00
440100	operation and maintenance of pollution and waste control equipment	440100	operation and maintenance of pollution and waste control equipment	Pollution & Waste Control	44 00 00
440110	operation and maintenance of air pollution control	440110	operation and maintenance of air pollution control	Pollution & Waste Control	44 00 00
440120	operation and maintenance of noise pollution control	440120	operation and maintenance of noise pollution control	Pollution & Waste Control	44 00 00
440130	operation and maintenance of odor control equipment	440130	operation and maintenance of odor control equipment	Pollution & Waste Control	44 00 00
440140	operation and maintenance of water pollution control equipment	440140	operation and maintenance of water pollution control equipment	Pollution & Waste Control	44 00 00
440150	operation and maintenance of solid waste control and reuse	440150	operation and maintenance of solid waste control and reuse	Pollution & Waste Control	44 00 00
440160	operation and maintenance of waste thermal processing equipment	440160	operation and maintenance of waste thermal processing equipment	Pollution & Waste Control	44 00 00
440500	common work results for pollution and waste control equipment	440500	common work results for pollution and waste control equipment	Pollution & Waste Control	44 00 00
440505	selective demolition for pollution and waste control equipment	440505	selective demolition for pollution and waste control equipment	Pollution & Waste Control	44 00 00
440600	schedules for pollution and waste control equipment	440600	schedules for pollution and waste control equipment	Pollution & Waste Control	44 00 00
440610	schedules for air pollution control	440610	schedules for air pollution control	Pollution & Waste Control	44 00 00
440620	schedules for noise pollution control	440620	schedules for noise pollution control	Pollution & Waste Control	44 00 00
440630	schedules for odor control equipment	440630	schedules for odor control equipment	Pollution & Waste Control	44 00 00
440640	schedules for water pollution control equipment	440640	schedules for water pollution control equipment	Pollution & Waste Control	44 00 00
440650	schedules for solid waste control and reuse	440650	schedules for solid waste control and reuse	Pollution & Waste Control	44 00 00
440660	schedules for waste thermal processing equipment	440660	schedules for waste thermal processing equipment	Pollution & Waste Control	44 00 00
440800	commissioning of pollution and waste control equipment	440800	commissioning of pollution and waste control equipment	Pollution & Waste Control	44 00 00
440810	commissioning of air pollution control	440810	commissioning of air pollution control	Pollution & Waste Control	44 00 00
440820	commissioning of noise pollution control	440820	commissioning of noise pollution control	Pollution & Waste Control	44 00 00
440830	commissioning of odor control equipment	440830	commissioning of odor control equipment	Pollution & Waste Control	44 00 00
440840	commissioning water pollution control equipment	440840	commissioning water pollution control equipment	Pollution & Waste Control	44 00 00
440850	commissioning solid waste control and reuse	440850	commissioning solid waste control and reuse	Pollution & Waste Control	44 00 00
440860	commissioning of waste thermal processing equipment	440860	commissioning of waste thermal processing equipment	Pollution & Waste Control	44 00 00
441000	air pollution control	441000	air pollution control	Pollution & Waste Control	44 00 00
441100	particulate control equipment	441100	particulate control equipment	Pollution & Waste Control	44 00 00
441113	fugitive dust control	441113	fugitive dust control	Pollution & Waste Control	44 00 00
441116	fugitive dust barrier systems	441116	fugitive dust barrier systems	Pollution & Waste Control	44 00 00
441119	atmospheric air quality monitoring equipment	441119	atmospheric air quality monitoring equipment	Pollution & Waste Control	44 00 00
441120	gravitational separators	441120	gravitational separators	Pollution & Waste Control	44 00 00
441131	venturi scrubbing equipment	441131	venturi scrubbing equipment	Pollution & Waste Control	44 00 00
441133	spray tower/chamber scrubbing equipment	441133	spray tower/chamber scrubbing equipment	Pollution & Waste Control	44 00 00
441136	cyclone scrubbing equipment	441136	cyclone scrubbing equipment	Pollution & Waste Control	44 00 00
441151	pulse jet fabric filtration equipment	441151	pulse jet fabric filtration equipment	Pollution & Waste Control	44 00 00
441153	reverse flow fabric filtration equipment	441153	reverse flow fabric filtration equipment	Pollution & Waste Control	44 00 00
441154	shake/deflate fabric filtration equipment	441154	shake/deflate fabric filtration equipment	Pollution & Waste Control	44 00 00
441156	cartridge filtration equipment	441156	cartridge filtration equipment	Pollution & Waste Control	44 00 00
441159	disposable dry filtration equipment	441159	disposable dry filtration equipment	Pollution & Waste Control	44 00 00
441171	cyclone dust collection equipment	441171	cyclone dust collection equipment	Pollution & Waste Control	44 00 00
441173	multicylone dust collection equipment	441173	multicylone dust collection equipment	Pollution & Waste Control	44 00 00
441176	mist elimination equipment	441176	mist elimination equipment	Pollution & Waste Control	44 00 00
441193	wet electrostatic precipitator equipment	441193	wet electrostatic precipitator equipment	Pollution & Waste Control	44 00 00
441196	dry plate electrostatic precipitator equipment	441196	dry plate electrostatic precipitator equipment	Pollution & Waste Control	44 00 00
441300	gaseous air pollution control equipment	441300	gaseous air pollution control equipment	Pollution & Waste Control	44 00 00
441311	spray tower/chamber absorption equipment	441311	spray tower/chamber absorption equipment	Pollution & Waste Control	44 00 00
441313	packed tower/chamber absorption equipment	441313	packed tower/chamber absorption equipment	Pollution & Waste Control	44 00 00
441314	tray tower absorption equipment	441314	tray tower absorption equipment	Pollution & Waste Control	44 00 00
441316	jet bubbling reactor equipment	441316	jet bubbling reactor equipment	Pollution & Waste Control	44 00 00
441317	venturi absorption equipment	441317	venturi absorption equipment	Pollution & Waste Control	44 00 00
441320	vacuum extraction systems	441320	vacuum extraction systems	Pollution & Waste Control	44 00 00
441331	powdered injection adsorption equipment	441331	powdered injection adsorption equipment	Pollution & Waste Control	44 00 00
441333	fluidized bed adsorption equipment	441333	fluidized bed adsorption equipment	Pollution & Waste Control	44 00 00
441334	fixed bed adsorption equipment	441334	fixed bed adsorption equipment	Pollution & Waste Control	44 00 00
441336	rotary bed adsorption equipment	441336	rotary bed adsorption equipment	Pollution & Waste Control	44 00 00
441339	radial bed adsorption equipment	441339	radial bed adsorption equipment	Pollution & Waste Control	44 00 00
441351	thermal oxidation equipment	441351	thermal oxidation equipment	Pollution & Waste Control	44 00 00
441353	catalytic oxidation equipment	441353	catalytic oxidation equipment	Pollution & Waste Control	44 00 00
441356	flare oxidation equipment	441356	flare oxidation equipment	Pollution & Waste Control	44 00 00
441359	claus sulfur recovery equipment	441359	claus sulfur recovery equipment	Pollution & Waste Control	44 00 00
441371	thermal reduction equipment	441371	thermal reduction equipment	Pollution & Waste Control	44 00 00
441373	catalytic reduction equipment	441373	catalytic reduction equipment	Pollution & Waste Control	44 00 00
441376	non-catalytic reduction equipment	441376	non-catalytic reduction equipment	Pollution & Waste Control	44 00 00
441377	selective non-catalytic reduction equipment	441377	selective non-catalytic reduction equipment	Pollution & Waste Control	44 00 00
441381	condensation systems	441381	condensation systems	Pollution & Waste Control	44 00 00
441383	contact condensing equipment	441383	contact condensing equipment	Pollution & Waste Control	44 00 00
441386	solvent recovery equipment	441386	solvent recovery equipment	Pollution & Waste Control	44 00 00
441391	biofilter media	441391	biofilter media	Pollution & Waste Control	44 00 00
441393	fixed bed biofilter equipment	441393	fixed bed biofilter equipment	Pollution & Waste Control	44 00 00
441396	fixed bed biotrickling filter equipment	441396	fixed bed biotrickling filter equipment	Pollution & Waste Control	44 00 00
441397	fixed bed bioscrubbing equipment	441397	fixed bed bioscrubbing equipment	Pollution & Waste Control	44 00 00
442000	noise pollution control	442000	noise pollution control	Pollution & Waste Control	44 00 00
442100	noise pollution control equipment	442100	noise pollution control equipment	Pollution & Waste Control	44 00 00
442113	fixed noise abatement barriers	442113	fixed noise abatement barriers	Pollution & Waste Control	44 00 00
442116	flexible noise abatement barriers	442116	flexible noise abatement barriers	Pollution & Waste Control	44 00 00
442119	portable noise abatement barriers	442119	portable noise abatement barriers	Pollution & Waste Control	44 00 00
442123	noise pollution silencers	442123	noise pollution silencers	Pollution & Waste Control	44 00 00
442126	frequency cancellers	442126	frequency cancellers	Pollution & Waste Control	44 00 00
443000	odor control	443000	odor control	Pollution & Waste Control	44 00 00
443100	odor treatment equipment	443100	odor treatment equipment	Pollution & Waste Control	44 00 00
443111	wet chemical packed tower odor control equipment	443111	wet chemical packed tower odor control equipment	Pollution & Waste Control	44 00 00
443113	chemical mist system odor control equipment	443113	chemical mist system odor control equipment	Pollution & Waste Control	44 00 00
443116	activated carbon adsorption odor control equipment	443116	activated carbon adsorption odor control equipment	Pollution & Waste Control	44 00 00
443119	packaged odor control systems	443119	packaged odor control systems	Pollution & Waste Control	44 00 00
443121	odor control biofilters	443121	odor control biofilters	Pollution & Waste Control	44 00 00
443128	odor control biofilter aeration floor	443128	odor control biofilter aeration floor	Pollution & Waste Control	44 00 00
443129	odor control biofilter media	443129	odor control biofilter media	Pollution & Waste Control	44 00 00
443131	odor control biotrickling filter equipment	443131	odor control biotrickling filter equipment	Pollution & Waste Control	44 00 00
443133	odor control bioscrubbing equipment	443133	odor control bioscrubbing equipment	Pollution & Waste Control	44 00 00
443141	odor control vapor combustion equipment	443141	odor control vapor combustion equipment	Pollution & Waste Control	44 00 00
443183	adjusting and balancing odor control systems	443183	adjusting and balancing odor control systems	Pollution & Waste Control	44 00 00
443200	odor dispersing and masking/counteracting equipment	443200	odor dispersing and masking/counteracting equipment	Pollution & Waste Control	44 00 00
443213	odor dispersing exhaust stacks	443213	odor dispersing exhaust stacks	Pollution & Waste Control	44 00 00
443213.13	fan-equipped odor dispersing exhaust stacks	443213.13	fan-equipped odor dispersing exhaust stacks	Pollution & Waste Control	44 00 00
443223	odor masking/counteracting equipment	443223	odor masking/counteracting equipment	Pollution & Waste Control	44 00 00
444000	water pollution control equipment	444000	water pollution control equipment	Pollution & Waste Control	44 00 00
444100	water pollution containment and cleanup equipment	444100	water pollution containment and cleanup equipment	Pollution & Waste Control	44 00 00
444113	spill cleanup	444113	spill cleanup	Pollution & Waste Control	44 00 00
444121	containment booms	444121	containment booms	Pollution & Waste Control	44 00 00
444123	marine spill accessories	444123	marine spill accessories	Pollution & Waste Control	44 00 00
444131	spill decks	444131	spill decks	Pollution & Waste Control	44 00 00
444132	drum containment units	444132	drum containment units	Pollution & Waste Control	44 00 00
444133	containment pallets	444133	containment pallets	Pollution & Waste Control	44 00 00
444134	prefabricated spill containment curbing	444134	prefabricated spill containment curbing	Pollution & Waste Control	44 00 00
444136	prefabricated spill containment berms	444136	prefabricated spill containment berms	Pollution & Waste Control	44 00 00
444137	prefabricated berms for tank containment	444137	prefabricated berms for tank containment	Pollution & Waste Control	44 00 00
444141	collapsible storage tanks	444141	collapsible storage tanks	Pollution & Waste Control	44 00 00
445000	solid waste control and reuse	445000	solid waste control and reuse	Pollution & Waste Control	44 00 00
445100	solid waste collection, transfer, and hauling equipment	445100	solid waste collection, transfer, and hauling equipment	Pollution & Waste Control	44 00 00
445113	solid waste portable containers	445113	solid waste portable containers	Pollution & Waste Control	44 00 00
445116	solid waste stationary containers	445116	solid waste stationary containers	Pollution & Waste Control	44 00 00
445123	solid waste transfer trailers	445123	solid waste transfer trailers	Pollution & Waste Control	44 00 00
445300	solid waste processing equipment	445300	solid waste processing equipment	Pollution & Waste Control	44 00 00
445311	live-floor storage bins	445311	live-floor storage bins	Pollution & Waste Control	44 00 00
445313	refuse cranes and accessories	445313	refuse cranes and accessories	Pollution & Waste Control	44 00 00
445316	solid waste screens	445316	solid waste screens	Pollution & Waste Control	44 00 00
445321	car crushers	445321	car crushers	Pollution & Waste Control	44 00 00
445323	shears and guillotines	445323	shears and guillotines	Pollution & Waste Control	44 00 00
445326	shredders and grinders	445326	shredders and grinders	Pollution & Waste Control	44 00 00
445327	perforators	445327	perforators	Pollution & Waste Control	44 00 00
445331	bag breakers	445331	bag breakers	Pollution & Waste Control	44 00 00
445333	granulators	445333	granulators	Pollution & Waste Control	44 00 00
445336	crumb rubber systems	445336	crumb rubber systems	Pollution & Waste Control	44 00 00
445339	briquetters	445339	briquetters	Pollution & Waste Control	44 00 00
445341	vibratory table separation equipment	445341	vibratory table separation equipment	Pollution & Waste Control	44 00 00
445343	ferrous metals separation equipment	445343	ferrous metals separation equipment	Pollution & Waste Control	44 00 00
445344	eddy current separators	445344	eddy current separators	Pollution & Waste Control	44 00 00
445346	single-stream materials separation equipment	445346	single-stream materials separation equipment	Pollution & Waste Control	44 00 00
445349	ballistic separators	445349	ballistic separators	Pollution & Waste Control	44 00 00
445351	air classifying equipment	445351	air classifying equipment	Pollution & Waste Control	44 00 00
445352	air knives	445352	air knives	Pollution & Waste Control	44 00 00
445353	optical sorting equipment	445353	optical sorting equipment	Pollution & Waste Control	44 00 00
445356	packaged sorting stations	445356	packaged sorting stations	Pollution & Waste Control	44 00 00
445359	packaged reclaimer stations	445359	packaged reclaimer stations	Pollution & Waste Control	44 00 00
445361	solid waste compactors	445361	solid waste compactors	Pollution & Waste Control	44 00 00
445363	solid waste baling equipment	445363	solid waste baling equipment	Pollution & Waste Control	44 00 00
445364	bagging equipment	445364	bagging equipment	Pollution & Waste Control	44 00 00
445366	wrappers	445366	wrappers	Pollution & Waste Control	44 00 00
445373	solid waste liquid extraction equipment	445373	solid waste liquid extraction equipment	Pollution & Waste Control	44 00 00
445500	composting equipment	445500	composting equipment	Pollution & Waste Control	44 00 00
445511	electromechanical composters	445511	electromechanical composters	Pollution & Waste Control	44 00 00
445513	compost screening equipment	445513	compost screening equipment	Pollution & Waste Control	44 00 00
445516	compost shredding equipment	445516	compost shredding equipment	Pollution & Waste Control	44 00 00
445523	compost pile turning equipment	445523	compost pile turning equipment	Pollution & Waste Control	44 00 00
445526	compost mixing and blending equipment	445526	compost mixing and blending equipment	Pollution & Waste Control	44 00 00
445533	in-vessel composing equipment	445533	in-vessel composing equipment	Pollution & Waste Control	44 00 00
445543	compost pad system	445543	compost pad system	Pollution & Waste Control	44 00 00
445573	compost liquid extraction equipment	445573	compost liquid extraction equipment	Pollution & Waste Control	44 00 00
446000	waste thermal processing equipment	446000	waste thermal processing equipment	Pollution & Waste Control	44 00 00
446100	waste-to-energy plants	446100	waste-to-energy plants	Pollution & Waste Control	44 00 00
446113	waste receiving, management, and feed equipment	446113	waste receiving, management, and feed equipment	Pollution & Waste Control	44 00 00
446116	mass burn combustion equipment	446116	mass burn combustion equipment	Pollution & Waste Control	44 00 00
446123	refuse-derived fuel feed equipment	446123	refuse-derived fuel feed equipment	Pollution & Waste Control	44 00 00
446126	refuse-derived fuel combustion equipment	446126	refuse-derived fuel combustion equipment	Pollution & Waste Control	44 00 00
446129	modular combustion system equipment	446129	modular combustion system equipment	Pollution & Waste Control	44 00 00
446131	ash handling equipment	446131	ash handling equipment	Pollution & Waste Control	44 00 00
446133	post-combustion ferrous metals recovery equipment	446133	post-combustion ferrous metals recovery equipment	Pollution & Waste Control	44 00 00
446136	post-combustion non-ferrous metals recovery equipment	446136	post-combustion non-ferrous metals recovery equipment	Pollution & Waste Control	44 00 00
446200	fluidized bed combustion equipment	446200	fluidized bed combustion equipment	Pollution & Waste Control	44 00 00
446300	rotary kiln incinerators	446300	rotary kiln incinerators	Pollution & Waste Control	44 00 00
446400	gasification equipment	446400	gasification equipment	Pollution & Waste Control	44 00 00
446413	counter-current fixed bed gasification equipment	446413	counter-current fixed bed gasification equipment	Pollution & Waste Control	44 00 00
446423	co-current fixed bed gasification equipment	446423	co-current fixed bed gasification equipment	Pollution & Waste Control	44 00 00
446433	fluidized bed gasification equipment	446433	fluidized bed gasification equipment	Pollution & Waste Control	44 00 00
