1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
7410	Metal Roof and Wall Panels	07 40 00	Roofing and Siding Panels	Roofing	7
7410	Metal Roof Panels	07 41 13	Metal Roof Panels	Roofing	7
7410	Metal Wall Panels	07 42 13	Metal Wall Panels	Facade	7
7420	Plastic Roof and Wall Panels	07 40 00	Roofing and Siding Panels	Facade	7
7420	Plastic Roof Panels	07 41 33	Plastic Roof Panels	Facade	7
7420	Plastic Wall Panels	07 42 33	Plastic Wall Panels	Facade	7
7430	Composite Panels	07 41 43	Composite Roof Panels	Facade	7
7430	Composite Panels	07 42 43	Composite Wall Panels	Facade	7
7440	Aggregate Coated Panels	07 44 13	Aggregate Coated Panels	Facade	7
7440	Faced Panels	07 44 00	Faced Panels	Facade	7
7440	Porcelain Enameled Faced Panels	07 44 16	Porcelain Enameled Faced Panels	Facade	7
7440	Tile Faced Panels	07 44 19	Tile-Faced Panels	Facade	7
7450	Fiber-Reinforced Cementitious Panels	07 44 00	Faced Panels	Facade	7
7450	Glass-Fiber-Reinforced Cementitious Panels	07 44 53	Glass-Fiber-Reinforced Cementitious Panels	Facade	7
7450	Mineral-Fiber-Reinforced Cementitious Panels	07 44 56	Mineral-Fiber-Reinforced Cementitious Panels	Facade	7
7460	Aluminum Siding	07 46 16	Aluminum Siding	Facade	7
7460	Composition Siding	07 46 43	Composition Siding	Facade	7
7460	Hardboard Siding	07 46 26	Hardboard Siding	Facade	7
7460	Mineral Fiber Cement Siding	07 46 46	Mineral-Fiber Cement Siding	Facade	7
7460	Plastic Siding	07 46 33	Plastic Siding	Facade	7
7460	Plywood Siding	07 46 29	Plywood Siding	Facade	7
7460	Siding	07 46 00	Siding	Facade	7
7460	Steel Siding	07 46 19	Steel Siding	Facade	7
7460	Wood Siding	07 46 23	Wood Siding	Facade	7
7470	Wood Roof and Wall Panels	07 40 00	Roofing and Siding Panels	Facade	7
7470	Wood Roof Panels	07 41 23	Wood Roof Panels	Facade	7
7470	Wood Wall Panels	07 42 23	Wood Wall Panels	Facade	7
7480	Exterior Wall Assemblies	07 41 63	Fabricated Roof Panel Assemblies	Facade	7
7480	Exterior Wall Assemblies	07 42 63	Fabricated Wall Panel Assemblies	Facade	7
7480	Exterior Wall Assemblies	07 44 63	Fabricated Faced Panel Assemblies	Facade	7
7480	Exterior Wall Assemblies	07 46 63	Fabricated Panel Assemblies with Siding	Facade	7
15160	Retrofit Roof Drains	22 14 26.13	Roof Drains	Roofing	7
15160	Roof Drain Specialties	22 14 26.13	Roof Drains	Roofing	7
15160	Roof Drains	22 14 26.13	Roof Drains	Roofing	7
7500	MEMBRANE ROOFING	07 50 00	Membrane Roofing	Roofing	7
7510	Built-Up Asphalt Roofing	07 51 13	Built-Up Asphalt Roofing	Roofing	7
7510	Built-Up Bituminous Roofing	07 51 00	Built-Up Bituminous Roofing	Roofing	7
7510	Built-Up Coal-Tar Roofing	07 51 16	Built-Up Coal Tar Roofing	Roofing	7
7520	Cold-Applied Bituminous Roofing	07 51 13.13	Cold-Applied Built-Up Asphalt Roofing	Roofing	7
7520	Cold-Applied Mastic Roof Membrane	07 51 00	Built-Up Bituminous Roofing	Roofing	7
7520	Glass-Fiber Reinforced Asphalt Emulsion Roofing	07 51 23	Glass-Fiber-Reinforced Asphalt Emulsion Roofing	Roofing	7
7530	Chlorinated Polyethylene (CPE) Roofing	07 53 13	Chlorinated-Polyethylene Roofing	Roofing	7
7530	Chlorosulfonated Polyethylene (CSPE) Roofing	07 53 16	Chlorosulfonate-Polyethylene Roofing	Roofing	7
7530	Copolymer Alloy (CPA) Roofing	07 54 13	Copolymer-Alloy Roofing	Roofing	7
7530	Elastomeric Membrane Roofing	07 53 00	Elastomeric Membrane Roofing	Roofing	7
7530	Ethylene Propylene Diene Monomer (EPDM) Roofing	07 53 23	Ethylene-Propylene-Diene-Monomer Roofing	Roofing	7
7530	Nitrile Butadiene Polymer (NBP) Roofing	07 54 26	Nitrile-Butadiene-Polymer Roofing	Roofing	7
7530	Polyisobutylene (PIB) Roofing	07 53 29	Polyisobutylene Roofing	Roofing	7
7540	Ethylene Interpolymer (EIP) Roofing	07 54 16	Ethylene-Interpolymer Roofing	Roofing	7
7540	Polyvinyl Chloride (PVC) Roofing	07 54 19	Polyvinyl-Chloride Roofing	Roofing	7
7540	Thermoplastic Alloy (TPA) Roofing	07 54 23	Thermoplastic-Polyolefin Roofing	Roofing	7
7540	Thermoplastic Membrane Roofing	07 54 00	Thermoplastic Membrane Roofing	Roofing	7
7550	Modified Bituminous Membrane Roofing	07 52 00	Modified Bituminous Membrane Roofing	Roofing	7
7560	Fluid-Applied Roofing	07 56 00	Fluid-Applied Roofing	Roofing	7
7570	Coated Foamed Roofing	07 57 00	Coated Foamed Roofing	Roofing	7
7580	Roll Roofing	07 58 00	Roll Roofing	Roofing	7
7590	Preparation for Reroofing	07 01 50.19	Preparation for Re-Roofing	Roofing	7
7590	Roof Maintenance and Repairs	07 01 50	Maintenance of Membrane Roofing	Roofing	7
7590	Roof Maintenance Program	07 01 50.16	Roof Maintenance Program	Roofing	7
7590	Roof Moisture Survey	07 01 50.13	Roof Moisture Survey	Roofing	7
7590	Roof Removal	07 01 50.23	Roof Removal	Roofing	7
7590	Roofing Resaturants	07 01 50	Maintenance of Membrane Roofing	Roofing	7
7590	Roofing Restoration	07 01 50.91	Roofing Restoration	Roofing	7
7600	FLASHING AND SHEET METAL	07 60 00	Flashing and Sheet Metal	Roofing	7
7610	Sheet Metal Roofing	07 61 00	Sheet Metal Roofing	Roofing	7
7620	Sheet Metal Flashing and Trim	07 62 00	Sheet Metal Flashing and Trim	Roofing	7
7630	Sheet Metal Roofing Specialties	07 63 00	Sheet Metal Roofing Specialties	Roofing	7
7650	Flexible Flashing	07 65 00	Flexible Flashing	Roofing	7
7650	Laminated Sheet Flashing	07 65 13	Laminated Sheet Flashing	Roofing	7
7650	Modified Bituminous Sheet Flashing	07 65 16	Modified Bituminous Sheet Flashing	Roofing	7
7650	Plastic Sheet Flashing	07 65 19	Plastic Sheet Flashing	Roofing	7
7650	Rubber Sheet Flashing	07 65 23	Rubber Sheet Flashing	Roofing	7
7650	Self Adhering Sheet Flashing	07 65 26	Self-Adhering Sheet Flashing	Roofing	7
7700	ROOF SPECIALTIES AND ACCESSORIES	07 70 00	Roof and Wall Specialties and Accessories	Roofing	7
7710	Copings	07 71 13	Manufactured Copings	Roofing	7
7710	Counterflashing Systems	07 71 16	Manufactured Counterflashing Systems	Roofing	7
7710	Gravel Stops and Fascias	07 71 19	Manufactured Gravel Stops and Facias	Roofing	7
7710	Gutters and Downspouts	07 71 23	Manufactured Gutters and Downspouts	Roofing	7
7710	Manufactured Roof Specialties	07 71 00	Roof Specialties	Roofing	7
7710	Reglets	07 71 26	Reglets	Roofing	7
7710	Roof Expansion Assemblies	07 71 29	Manufactured Roof Expansion Joints	Roofing	7
7710	Scuppers	07 71 33	Manufactured Scuppers	Roofing	7
7720	Manufactured Curbs	07 72 13	Manufactured Curbs	Roofing	7
7720	Relief Vents	07 72 23	Relief Vents	Roofing	7
7720	Ridge Vents	07 72 26	Ridge Vents	Roofing	7
7720	Roof Accessories	07 72 00	Roof Accessories	Roofing	7
7720	Roof Hatches	07 72 33	Roof Hatches	Roofing	7
7720	Roof Walk Boards	07 72 43	Roof Walk Boards	Roofing	7
7720	Roof Walkways	07 72 46	Roof Walkways	Roofing	7
7720	Smoke Vents	07 72 36	Smoke Vents	Roofing	7
7720	Snow Guards	07 72 53	Snow Guards	Roofing	7
7720	Waste Containment Assemblies	07 72 63	Waste Containment Assemblies	Roofing	7
7760	Roof Ballast Pavers	07 76 13	Roof Ballast Pavers	Roofing	7
7760	Roof Decking Pavers	07 76 16	Roof Decking Pavers	Roofing	7
7760	Roof Pavers	07 76 00	Roof Pavers	Roofing	7
7800	FIRE AND SMOKE PROTECTION	07 80 00	Fire and Smoke Protection	Fire & Smoke Protection	7
7810	Applied Fireproofing	07 81 00	Applied Fireproofing	Fire & Smoke Protection	7
7810	Cement Aggregate Fireproofing	07 81 13	Cement Aggregate Fireproofing	Fire & Smoke Protection	7
7810	Cementitious Fireproofing	07 81 16	Cementitious Fireproofing	Fire & Smoke Protection	7
7810	Foamed Magnesium Oxychloride Fireproofing	07 81 19	Foamed Magnesium-Oxychloride Fireproofing	Fire & Smoke Protection	7
7810	Intumescent Mastic Fireproofing	07 81 23	Intumescent Mastic Fireproofing	Fire & Smoke Protection	7
7810	Magnesium Cement Fireproofing	07 81 26	Magnesium Cement Fireproofing	Fire & Smoke Protection	7
7810	Mineral Fiber Cementitious	07 81 29	Mineral-Fiber Cementitious Fireproofing	Fire & Smoke Protection	7
7810	Mineral Fiber Fireproofing Fireproofing	07 81 33	Mineral-Fiber Fireproofing	Fire & Smoke Protection	7
7820	Board Fireproofing	07 82 00	Board Fireproofing	Fire & Smoke Protection	7
7820	Calcium Silicate Board Fireproofing	07 82 13	Calcium-Silicate Board Fireproofing	Fire & Smoke Protection	7
7820	Slag Fiber Board Fireproofing	07 82 16	Slag-Fiber Board Fireproofing	Fire & Smoke Protection	7
7840	Annular Space Protection	07 84 16	Annular Space Protection	Fire & Smoke Protection	7
7840	Fibrous Fire Safing	07 84 56.13	Fibrous Fire Safing	Fire & Smoke Protection	7
7840	Fire-Resistant Joint Sealants	07 84 43	Fire-Resistant Joint Sealants	Fire & Smoke Protection	7
7840	Firestopping	07 84 00	Firestopping	Fire & Smoke Protection	7
7840	Intumescent Firestopping Foams	07 84 00	Firestopping	Fire & Smoke Protection	7
7840	Silicone Firestopping Foams	07 84 23	Silicone Firestopping Foams	Fire & Smoke Protection	7
7840	Thermal Barriers for Plastics	07 84 26	Thermal Barriers for Plastics	Fire & Smoke Protection	7
7840	Through Penetration Firestopping Mortars	07 84 13.13	Penetration Firestopping Mortars	Fire & Smoke Protection	7
7840	Through Penetration Firestopping Pillows	07 84 00	Firestopping	Fire & Smoke Protection	7
7860	Smoke Seals	07 86 00	Smoke Seals	Fire & Smoke Protection	7
7870	Smoke Containment Barriers	07 87 00	Smoke Containment Barriers	Fire & Smoke Protection	7
7900	JOINT SEALERS	07 90 00	Joint Protection	Sealants	7
7910	Compression Seals	07 91 13	Compression Seals	Sealants	7
7910	Joint Gaskets	07 91 16	Joint Gaskets	Sealants	7
7910	Preformed Joint Seals	07 91 00	Preformed Joint Seals	Sealants	7
7920	Backer Rods	07 91 23	Backer Rods	Sealants	7
7920	Calking	07 92 00	Joint Sealants	Sealants	7
7920	Joint Fillers	07 91 26	Joint Fillers	Sealants	7
7920	Joint Sealants	07 92 00	Joint Sealants	Sealants	7
7920	Sealants	07 92 00	Joint Sealants	Sealants	7
6450	Door and Window Wood Casings	06 46 13	Wood Door and Window Casings	Door, Frames & Hardware	8
6460	Exterior Wood Door Frames and Jambs	06 48 13	Exterior Wood Door Frames	Door, Frames & Hardware	8
6460	Fire-Rated Wood Door Frames	06 48 00	Wood Frames	Door, Frames & Hardware	8
6460	Interior Wood Door Frames and Jambs	06 48 16	Interior Wood Door Frames	Door, Frames & Hardware	8
8000	DOORS AND WINDOWS	08 00 00	Openings	Door, Frames & Hardware	8
8050	BASIC DOOR AND WINDOW MATERIALS AND METHODS	8 5 00	Common Work Results for Openings	Door, Frames & Hardware	8
8100	METAL DOORS AND FRAMES	8 11 00	Metal Doors and Frames	Door, Frames & Hardware	8
8110	Custom Steel Doors and Frames	08 11 13.13	Standard Hollow Metal Doors and Frames	Door, Frames & Hardware	8
8110	Standard Steel Doors and Frames	08 11 13.16	Custom Hollow Metal Doors and Frames	Door, Frames & Hardware	8
8110	Steel Doors and Frames	08 11 13	Hollow Metal Doors and Frames	Door, Frames & Hardware	8
8120	Aluminum Doors and Frames	08 11 16	Aluminum Doors and Frames	Door, Frames & Hardware	8
8130	Stainless Steel Doors and Frames	08 11 19	Stainless-Steel Doors and Frames	Door, Frames & Hardware	8
8140	Bronze Doors and Frames	08 11 23	Bronze Doors and Frames	Door, Frames & Hardware	8
8150	Preassembled Metal Door and Frame Units	08 17 13	Integrated Metal Door Opening Assemblies	Door, Frames & Hardware	8
8160	Sliding Metal Doors	08 11 73	Sliding Metal Fire Doors	Door, Frames & Hardware	8
8160	Sliding Metal Doors and Grilles	08 11 00	Metal Doors and Frames	Door, Frames & Hardware	8
8180	Aluminum Screen and Storm Doors	08 11 63.23	Aluminum Screen and Storm Doors and Frames	Door, Frames & Hardware	8
8180	Metal Screen and Storm Doors	08 11 63	Metal Screen and Storm Doors and Frames	Door, Frames & Hardware	8
8180	Metal Screen Doors	08 11 66	Metal Screen Doors and Frames	Door, Frames & Hardware	8
8180	Metal Storm Doors	08 11 69	Metal Storm Doors and Frames	Door, Frames & Hardware	8
8180	Steel Screen and Storm Doors	08 11 63.13	Steel Screen and Storm Doors and Frames	Door, Frames & Hardware	8
8190	Metal Door Restoration	08 01 11	Operation and Maintenance of Metal Doors and Frames	Door, Frames & Hardware	8
8200	WOOD AND PLASTIC DOORS	08 10 00	Doors and Frames	Door, Frames & Hardware	8
8210	Carved Wood Doors	08 14 13	Carved Wood Doors	Door, Frames & Hardware	8
8210	Flush Wood Doors	8 14 16	Flush Wood Doors	Door, Frames & Hardware	8
8210	Metal-Faced Wood Doors	08 14 23.13	Metal-Faced Wood Doors	Door, Frames & Hardware	8
8210	Plastic-Faced Wood Doors	08 14 23.16	Plastic-Laminate-Faced Wood Doors	Door, Frames & Hardware	8
8210	Prefinished Wood Doors	8 14 29	Prefinished Wood Doors	Door, Frames & Hardware	8
8210	Stile and Rail Wood Doors	8 14 33	Stile and Rail Wood Doors	Door, Frames & Hardware	8
8210	Wood Doors	8 14 00	Wood Doors	Door, Frames & Hardware	8
8220	Laminated Plastic Doors	8 15 13	Laminated Plastic Doors	Door, Frames & Hardware	8
8220	Plastic Doors	8 15 00	Plastic Doors	Door, Frames & Hardware	8
8220	Solid Plastic Doors	8 15 16	Solid Plastic Doors	Door, Frames & Hardware	8
8250	Preassembled Plastic Door and Frame Units	8 17 33	Integrated Plastic Door Opening Assemblies	Door, Frames & Hardware	8
8250	Preassembled Wood and Plastic Door and Frame Units	8 17 00	Integrated Door Opening Assemblies	Door, Frames & Hardware	8
8250	Preassembled Wood Door and Frame Units	8 17 23	Integrated Wood Door Opening Assemblies	Door, Frames & Hardware	8
8260	Sliding Plastic Doors	8 15 73	Sliding Plastic Doors	Door, Frames & Hardware	8
8260	Sliding Wood and Plastic Doors	8 14 73	Sliding Wood Doors	Door, Frames & Hardware	8
8260	Sliding Wood and Plastic Doors	08 15 73	Sliding Plastic Doors	Door, Frames & Hardware	8
8260	Sliding Wood Doors	8 14 73	Sliding Wood Doors	Door, Frames & Hardware	8
8280	Plastic Screen Doors	08 15 66	Plastic Screen Doors	Door, Frames & Hardware	8
8280	Plastic Storm and Screen Doors	08 15 00	Plastic Doors	Door, Frames & Hardware	8
8280	Plastic Storm Doors	08 15 69	Plastic Storm Doors	Door, Frames & Hardware	8
8280	Wood and Plastic Storm and Screen Doors	08 14 66	Wood Screen Doors	Door, Frames & Hardware	8
8280	Wood and Plastic Storm and Screen Doors	08 14 69	Wood Storm Doors	Door, Frames & Hardware	8
8280	Wood and Plastic Storm and Screen Doors	8 15 66	Plastic Screen Doors	Door, Frames & Hardware	8
8280	Wood and Plastic Storm and Screen Doors	08 15 69	Plastic Storm Doors	Door, Frames & Hardware	8
8280	Wood Screen Doors	8 14 66	Wood Screen Doors	Door, Frames & Hardware	8
8280	Wood Storm and Screen Doors	8 14 00	Wood Doors	Door, Frames & Hardware	8
8280	Wood Storm Doors	8 14 69	Wood Storm Doors	Door, Frames & Hardware	8
8290	Wood and Plastic Door Restoration	8 1 14	Operation and Maintenance of Wood Doors	Door, Frames & Hardware	8
8290	Wood and Plastic Door Restoration	08 01 15	Operation and Maintenance of Plastic Doors	Door, Frames & Hardware	8
8300	SPECIALTY DOORS	8 30 00	Specialty Doors and Frames	Door, Frames & Hardware	8
8310	Access Doors and Frames	8 31 13	Access Doors and Frames	Door, Frames & Hardware	8
8310	Access Doors and Panels	8 31 00	Access Doors and Panels	Door, Frames & Hardware	8
8320	Detention Door Frame Protection	08 34 63.33	Detention Door Frame Protection	Door, Frames & Hardware	8
8320	Detention Doors and Frames	08 34 63	Detention Doors and Frames	Door, Frames & Hardware	8
8320	Steel Detention Doors and Frames	08 34 63.13	Steel Detention Doors and Frames	Door, Frames & Hardware	8
8320	Steel Plate Detention Doors and Frames	08 34 63.16	Steel Plate Detention Doors and Frames	Door, Frames & Hardware	8
8330	Coiling Counter Doors	08 33 13	Coiling Counter Doors	Door, Frames & Hardware	8
8330	Coiling Doors and Grilles	08 33 00	Coiling Doors and Grilles	Door, Frames & Hardware	8
8330	Overhead Coiling Doors	08 33 23	Overhead Coiling Doors	Door, Frames & Hardware	8
8330	Side Coiling Doors	08 33 33	Side Coiling Doors	Door, Frames & Hardware	8
8340	Cold Storage Doors	08 34 13	Cold Storage Doors	Door, Frames & Hardware	8
8340	Hangar Doors	08 34 16	Hangar Doors	Door, Frames & Hardware	8
8340	Industrial Doors	08 34 19	Industrial Doors	Door, Frames & Hardware	8
8340	Lightproof Doors	08 34 33	Lightproof Doors	Door, Frames & Hardware	8
8340	Radiation Protection Doors	08 34 49	Radiation Shielding Doors and Frames	Door, Frames & Hardware	8
8340	Radio-Frequency-Interference (RFI) Shielding Doors	08 34 46	Radio-Frequency-Interference Shielding Doors	Door, Frames & Hardware	8
8340	Sound Control Doors	08 34 73	Sound Control Door Assemblies	Door, Frames & Hardware	8
8340	Special Function Doors	08 34 00	Special Function Doors	Door, Frames & Hardware	8
8350	Accordion Folding Doors	08 35 13.13	Accordion Folding Doors	Door, Frames & Hardware	8
8350	Folding Doors and Grilles	08 35 00	Folding Doors and Grilles	Door, Frames & Hardware	8
8350	Folding Fire Doors	08 35 13.23	Folding Fire Doors	Door, Frames & Hardware	8
8350	Panel Folding Doors	08 35 13.33	Panel Folding Doors	Door, Frames & Hardware	8
8360	Overhead Doors	08 36 00	Panel Doors	Door, Frames & Hardware	8
8360	Sectional Overhead Doors	08 36 13	Sectional Doors	Door, Frames & Hardware	8
8360	Single-Panel Overhead Doors	08 36 16	Single-Panel Doors	Door, Frames & Hardware	8
8370	Multi-Leaf Vertical Lift Doors	08 36 19	Multi-Leaf Vertical Lift Doors	Door, Frames & Hardware	8
8370	Telescoping Vertical Lift Doors	08 36 23	Telescoping Vertical Lift Doors	Door, Frames & Hardware	8
8370	Vertical Lift Doors	08 36 00	Panel Doors	Door, Frames & Hardware	8
8380	Flexible Strip Doors	08 38 13	Flexible Strip Doors	Door, Frames & Hardware	8
8380	Flexible Traffic Doors	08 38 16	Flexible Traffic Doors	Door, Frames & Hardware	8
8380	Rigid Traffic Doors	08 38 19	Rigid Traffic Doors	Door, Frames & Hardware	8
8380	Traffic Doors	08 38 00	Traffic Doors	Door, Frames & Hardware	8
8390	Airtight Doors	08 39 13	Airtight Doors	Door, Frames & Hardware	8
8390	Blast-Resistant Doors	08 39 53	Blast-Resistant Doors	Door, Frames & Hardware	8
8390	Pressure-Resistant Doors	08 39 00	Pressure-Resistant Doors	Door, Frames & Hardware	8
8390	Watertight Doors	08 39 19	Watertight Doors	Door, Frames & Hardware	8
8460	Automatic Entrance Doors	08 42 29	Automatic Entrances	Door, Frames & Hardware	8
8470	Revolving Entrance Doors	08 42 33	Revolving Door Entrances	Door, Frames & Hardware	8
8480	Balanced Entrance Doors	08 42 36	Balanced Door Entrances	Door, Frames & Hardware	8
8710	Door Hardware	08 71 00	Door Hardware	Door, Frames & Hardware	8
8700	HARDWARE	08 70 00	Hardware	Door, Frames & Hardware	8
8710	Controlling Hardware	08 71 00	Door Hardware	Door, Frames & Hardware	8
8710	Hanging Hardware	08 71 00	Door Hardware	Door, Frames & Hardware	8
8710	Latching Hardware	08 71 00	Door Hardware	Door, Frames & Hardware	8
8710	Locking Hardware	08 71 00	Door Hardware	Door, Frames & Hardware	8
8740	Card Key Locking Hardware	08 74 13	Card Key Access Control Hardware	Door, Frames & Hardware	8
8740	Electro-Mechanical Hardware	08 74 00	Access Control Hardware	Door, Frames & Hardware	8
8750	Window Hardware	08 75 00	Window Hardware	Door, Frames & Hardware	8
8780	Detention Hardware	08 71 63	Detention Door Hardware	Door, Frames & Hardware	8
8780	Special Function Hardware	08 78 00	Special Function Hardware	Door, Frames & Hardware	8
8790	Hardware Restoration	08 01 71	Operation and Maintenance of Door Hardware	Door, Frames & Hardware	8
8710	Door Trim	08 71 00	Door Hardware	Door, Frames & Hardware	8
8720	Door Weatherstripping and Seals	08 71 00	Door Hardware	Door, Frames & Hardware	8
8740	Electromagnetic Door Holders	08 74 00	Access Control Hardware	Door, Frames & Hardware	8
8770	Door and Window Accessories	08 79 00	Hardware Accessories	Door, Frames & Hardware	8
10225	Door Louvers	08 91 26	Door Louvers	Door, Frames & Hardware	8
11470	Revolving Darkroom Doors	08 34 36	Darkroom Doors	Door, Frames & Hardware	8
13700	Door Answering	28 13 00	Access Control	Door, Frames & Hardware	8
13800	Door Control	25 58 00	Integrated Automation Control of Electronic Safety and Security Systems	Door, Frames & Hardware	8
