1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
9630	Marble Flooring	09 63 40	Stone Flooring	Flooring	9
9630	Masonry Flooring	09 63 00	Masonry Flooring	Flooring	9
9630	Slate Flooring	09 63 40	Stone Flooring	Flooring	9
9630	Stone Flooring	09 63 40	Stone Flooring	Flooring	9
9640	Cushioned Wood Flooring Assemblies	09 64 00	Wood Flooring	Flooring	9
9640	Mastic Set Wood Flooring Assemblies	09 64 00	Wood Flooring	Flooring	9
9640	Resilient Wood Flooring Assemblies	09 64 53	Resilient Wood Flooring Assemblies	Flooring	9
9640	Wood Athletic Flooring	09 64 66	Wood Athletic Flooring	Flooring	9
9640	Wood Block Flooring	09 64 16	Wood Block Flooring	Flooring	9
9640	Wood Composition Flooring	09 64 19	Wood Composition Flooring	Flooring	9
9640	Wood Flooring	09 64 00	Wood Flooring	Flooring	9
9640	Wood Parquet Flooring	09 64 23	Wood Parquet Flooring	Flooring	9
9640	Wood Strip Flooring	09 64 29	Wood Strip and Plank Flooring	Flooring	9
9650	Resilient Base and Accessories	09 65 13	Resilient Base and Accessories	Flooring	9
9650	Resilient Flooring	09 65 00	Resilient Flooring	Flooring	9
9650	Resilient Sheet Flooring	09 65 16	Resilient Sheet Flooring	Flooring	9
9650	Resilient Tile Flooring	09 65 19	Resilient Tile Flooring	Flooring	9
9660	Conductive Elastomeric Liquid Flooring	09 67 13.33	Conductive Elastomeric Liquid Flooring	Flooring	9
9660	Conductive Resilient Flooring	09 65 33	Conductive Resilient Flooring	Flooring	9
9660	Static Control Flooring	09 65 36	Static-Control Resilient Flooring	Flooring	9
9660	Static Dissipative Resilient Flooring	09 65 36.13	Static-Dissipative Resilient Flooring	Flooring	9
9660	Static-Resistant Resilient Flooring	09 65 36.16	Static-Resistant Resilient Flooring	Flooring	9
9670	Elastomeric Liquid Flooring	09 67 13	Elastomeric Liquid Flooring	Flooring	9
9670	Epoxy-Marble Chip Flooring	09 67 16	Epoxy-Marble Chip Flooring	Flooring	9
9670	Fluid-Applied Flooring	09 67 00	Fluid-Applied Flooring	Flooring	9
9670	Magnesium Oxychloride Flooring	09 67 19	Magnesium-Oxychloride Flooring	Flooring	9
9670	Mastic Fills	09 67 00	Fluid-Applied Flooring	Flooring	9
9670	Resinous Flooring	09 67 23	Resinous Flooring	Flooring	9
9670	Seamless Quartz Flooring	09 67 26	Quartz Flooring	Flooring	9
9680	Carpet	09 68 00	Carpeting	Carpet	9
9680	Carpet Cushion	09 68 00	Carpeting	Carpet	9
9680	Carpet Tile	09 68 13	Tile Carpeting	Carpet	9
9680	Indoor and Outdoor Carpet	09 68 00	Carpeting	Carpet	9
9680	Sheet Carpet	09 68 16	Sheet Carpeting	Carpet	9
9690	Flooring Restoration	09 01 60.91	Flooring Restoration	Flooring	9
9700	WALL FINISHES	09 70 00	Wall Finishes	Wall Treatments	9
9710	Acoustical Wall Finishes	09 83 13	Acoustic Wall Coating	Wall Treatments	9
9720	Cork Wall Covering	09 72 13	Cork Wall Coverings	Wall Treatments	9
9720	Vinyl Wall Covering	09 72 00	Wall Coverings	Wall Treatments	9
9720	Vinyl-Coated Fabric Wall Covering	09 72 16	Vinyl-Coated Fabric Wall Coverings	Wall Treatments	9
9720	Wall Covering	09 72 00	Wall Coverings	Wall Treatments	9
9720	Wall Fabrics	09 72 19	Textile Wall Coverings	Wall Treatments	9
9720	Wallpaper	09 72 23	Wallpapering	Wall Treatments	9
9730	Wall Carpet	09 73 00	Wall Carpeting	Wall Treatments	9
9740	Flexible Wood Sheets	09 74 00	Flexible Wood Sheets	Wall Treatments	9
9740	Flexible Wood Veneers	09 74 16	Flexible Wood Veneers	Wall Treatments	9
9750	Stone Facing	09 75 00	Stone Facing	Wall Treatments	9
9760	Plastic Blocks	09 76 00	Plastic Blocks	Wall Treatments	9
9770	Special Wall Surfaces	09 77 00	Special Wall Surfacing	Wall Treatments	9
9790	Wall Finish Restoration	09 01 70.91	Wall Finish Restoration	Wall Treatments	9
9800	ACOUSTICAL TREATMENT	09 80 00	Acoustic Treatment	Wall Treatments	9
9810	Acoustical Space Units	09 84 00	Acoustic Room Components	Wall Treatments	9
9820	Acoustical Insulation	09 81 00	Acoustic Insulation	Wall Treatments	9
9820	Acoustical Insulation and Sealants	07 92 19	Acoustical Joint Sealants	Wall Treatments	9
9820	Acoustical Insulation and Sealants	09 81 00	Acoustic Insulation	Wall Treatments	9
9820	Acoustical Sealants	07 92 19	Acoustical Joint Sealants	Wall Treatments	9
9830	Acoustical Barriers	09 80 00	Acoustic Treatment	Wall Treatments	9
9840	Acoustical Wall Treatment	09 84 33	Sound-Absorbing Wall Units	Wall Treatments	9
9900	PAINTS AND COATINGS	09 90 00	Painting and Coating	Paint	9
9910	Exterior Paints	09 91 13	Exterior Painting	Paint	9
9910	Interior Paints	09 91 23	Interior Painting	Paint	9
9910	Paints	09 91 00	Painting	Paint	9
9930	Exterior Opaque Stains	09 93 13.13	Exterior Staining	Paint	9
9930	Exterior Transparent Finishes	09 93 13.53	Exterior Finishing	Paint	9
9930	Exterior Transparent Stains	09 93 13.13	Exterior Staining	Paint	9
9930	Interior Opaque Stains	09 93 23.13	Interior Staining	Paint	9
9930	Interior Transparent Finishes	09 93 23.53	Interior Finishing	Paint	9
9930	Interior Transparent Stains	09 93 23.13	Interior Staining	Paint	9
9930	Stains and Transparent Finishes	09 93 00	Staining and Transparent Finishing	Paint	9
9930	Transparent Coatings	09 93 13	Exterior Staining and Finishing	Paint	9
9930	Transparent Coatings	09 93 23	Interior Staining and Finishing	Paint	9
9940	Decorative Finishes	09 94 00	Decorative Finishing	Paint	9
9960	Abrasion-Resistant Coatings	09 96 13	Abrasion-Resistant Coatings	Paint	9
9960	Chemical-Resistant Coatings	09 96 35	Chemical-Resistant Coatings	Paint	9
9960	Elastomeric Coatings	09 96 53	Elastomeric Coatings	Paint	9
9960	Fire-Resistant Paints	09 96 43	Fire-Retardant Coatings	Paint	9
9960	Graffiti-Resistant Coatings	09 96 23	Graffiti-Resistant Coatings	Paint	9
9960	High Performance Coatings	09 96 00	High-Performance Coatings	Paint	9
9960	High-Build Glazed Coatings	09 96 59	High-Build Glazed Coatings	Paint	9
9960	Intumescent Paints	09 96 46	Intumescent Painting	Paint	9
9960	Marine Coatings	09 96 26	Marine Coatings	Paint	9
9960	Textured Plastic Coatings	09 96 63	Textured Plastic Coatings	Paint	9
9970	Coatings for Steel	09 97 13	Steel Coatings	Paint	9
9980	Coatings for Concrete and Masonry	09 97 23	Concrete and Masonry Coatings	Paint	9
9990	Maintenance Coatings	09 01 90.53	Maintenance Coatings	Paint	9
9990	Paint Cleaning	09 01 90.51	Paint Cleaning	Paint	9
9990	Paint Restoration	09 01 90.91	Paint Restoration	Paint	9
10000	SPECIALTIES	10 00 00	Specialties	Specialties	10
10100	VISUAL DISPLAY BOARDS	10 11 00	Visual Display Surfaces	Office Items	10
10110	Chalkboards	10 11 13	Chalkboards	Office Items	10
10110	Fixed Chalkboards	10 11 13.13	Fixed Chalkboards	Office Items	10
10110	Operable Chalkboards	10 11 33	Sliding Visual Display Units	Office Items	10
10110	Portable Chalkboards	10 11 13.43	Portable Chalkboards	Office Items	10
10115	Electronic Marker Boards	10 11 16.53	Electronic Markerboards	Office Items	10
10115	Fixed Marker Boards	10 11 16.13	Fixed Markerboards	Office Items	10
10115	Marker Boards	10 11 16	Markerboards	Office Items	10
10115	Operable Marker Boards	10 11 33	Sliding Visual Display Units	Office Items	10
10115	Portable Marker Boards	10 11 16.43	Portable Markerboards	Office Items	10
10120	Fixed Tackboard	10 11 23.13	Fixed Tackboards	Office Items	10
10120	Magnetic Display Boards	10 11 00	Visual Display Surfaces	Office Items	10
10120	Operable Display Boards	10 11 33	Sliding Visual Display Units	Office Items	10
10120	Portable Tackboard	10 11 23.43	Portable Tackboards	Office Items	10
10120	Tackboard and Visual Aid Boards	10 11 23	Tackboards	Office Items	10
10130	Operable Board Units	10 11 33	Sliding Visual Display Units	Office Items	10
10140	Display Track Assemblies	10 11 39	Visual Display Rails	Office Items	10
10145	Visual Aid Board Units	10 11 36	Visual Display Conference Units	Office Items	10
10150	COMPARTMENTS AND CUBICLES	10 21 00	Compartments and Cubicles	Compartments & Cubicles	10
10160	Metal Toilet Compartments	10 21 13.13	Metal Toilet Compartments	Compartments & Cubicles	10
10165	Plastic-Laminate Toilet Compartments	10 21 13.16	Plastic-Laminate-Clad Toilet Compartments	Compartments & Cubicles	10
10170	Plastic Toilet Compartments	10 21 13.19	Plastic Toilet Compartments	Compartments & Cubicles	10
10175	Particleboard Toilet Compartments	10 21 13.23	Particleboard Toilet Compartments	Compartments & Cubicles	10
10180	Stone Toilet Compartments	10 21 13.40	Stone Toilet Compartments	Compartments & Cubicles	10
10185	Shower and Dressing Compartments	10 21 16	Shower and Dressing Compartments	Compartments & Cubicles	10
10190	Cubicle Curtains	10 21 23.13	Cubicle Curtains	Compartments & Cubicles	10
10190	Cubicle Track and Hardware	10 21 23.16	Cubicle Track and Hardware	Compartments & Cubicles	10
10190	Cubicles	10 21 23	Cubicles	Compartments & Cubicles	10
10200	LOUVERS AND VENTS	08 90 00	Louvers and Vents	Louvers & Vents	10
10210	Motorized Louvers	08 91 13	Motorized Wall Louvers	Louvers & Vents	10
10210	Operable Louvers	08 91 16	Operable Wall Louvers	Louvers & Vents	10
10210	Stationary Louvers	08 91 19	Fixed Louvers	Louvers & Vents	10
10210	Wall Louvers	08 91 00	Louvers	Louvers & Vents	10
10220	Louvered Equipment Enclosures	08 92 00	Louvered Equipment Enclosures	Louvers & Vents	10
10225	Door Louvers	08 91 26	Door Louvers	Louvers & Vents	10
10230	Soffit Vents	08 95 13	Soffit Vents	Louvers & Vents	10
10230	Vents	08 95 00	Vents	Louvers & Vents	10
10230	Wall Vents	08 95 16	Wall Vents	Louvers & Vents	10
10240	GRILLES AND SCREENS	10 82 00	Grilles and Screens	Grilles & Screens	10
10250	SERVICE WALLS	10 25 00	Service Walls	Special Partitions	10
10260	Bumper Guards	10 26 16	Bumper Guards	Guards & Bumpers	10
10260	Corner Guards	10 26 13	Corner Guards	Guards & Bumpers	10
10260	Impact-Resistant Wall Protection	10 26 23.13	Impact Resistant Wall Protection	Guards & Bumpers	10
10260	WALL AND CORNER GUARDS	10 26 00	Wall and Door Protection	Guards & Bumpers	10
10270	ACCESS FLOORING	09 69 00	Access Flooring	Access Flooring	10
10270	Rigid Grid Access Flooring	09 69 13	Rigid-Grid Access Flooring	Access Flooring	10
10270	Snap-on Stringer Access Flooring	09 69 16	Snap-on Stringer Access Flooring	Access Flooring	10
10270	Stringerless Access Flooring	09 69 19	Stringerless Access Flooring	Access Flooring	10
10290	Bird Control	10 81 13	Bird Control Devices	Pest Control	10
10290	Insect Control	10 81 16	Insect Control Devices	Pest Control	10
10290	PEST CONTROL	10 81 00	Pest Control Devices	Pest Control	10
10290	Rodent Control	10 81 19	Rodent Control Devices	Pest Control	10
10300	FIREPLACES AND STOVES	10 30 00	Fireplaces and Stoves	Fireplaces & Stoves	10
10305	Manufactured Fireplace Chimneys	10 31 13	Manufactured Fireplace Chimneys	Fireplaces & Stoves	10
10305	Manufactured Fireplace Forms	10 31 16	Manufactured Fireplace Forms	Fireplaces & Stoves	10
10305	Manufactured Fireplaces	10 31 00	Manufactured Fireplaces	Fireplaces & Stoves	10
10310	Fireplace Dampers	10 32 13	Fireplace Dampers	Fireplaces & Stoves	10
10310	Fireplace Inserts	10 32 16	Fireplace Inserts	Fireplaces & Stoves	10
10310	Fireplace Screens and Doors	10 32 19	Fireplace Screens	Fireplaces & Stoves	10
10310	Fireplace Screens and Doors	10 32 23	Fireplace Doors	Fireplaces & Stoves	10
10310	Fireplace Specialties and Accessories	10 32 00	Fireplace Specialties	Fireplaces & Stoves	10
10310	Fireplace Water Heaters	10 32 26	Fireplace Water Heaters	Fireplaces & Stoves	10
10320	Stoves	10 35 00	Stoves	Fireplaces & Stoves	10
10330	Fireplace and Stove Restoration	10 01 30	Operation and Maintenance of Fireplaces and Stoves	Fireplaces & Stoves	10
10340	Clocks	10 74 13	Exterior Clocks	Fireplaces & Stoves	10
10340	Cupolas	10 74 23	Cupolas	Fireplaces & Stoves	10
10340	MANUFACTURED EXTERIOR SPECIALTIES	10 74 00	Manufactured Exterior Specialties	Exterior Specialties	10
10340	Spires	10 74 26	Spires	Exterior Specialties	10
10340	Steeples	10 74 29	Steeples	Exterior Specialties	10
10340	Weathervanes	10 74 33	Weathervanes	Exterior Specialties	10
10345	Exterior Specialties Restoration	10 01 70	Operation and Maintenance of Exterior Specialties	Exterior Specialties	10
10350	Automatic Flagpoles	10 75 13	Automatic Flagpoles	Exterior Specialties	10
10350	FLAGPOLES	10 75 00	Flagpoles	Exterior Specialties	10
10350	Ground-Set Flagpoles	10 75 16	Ground-Set Flagpoles	Exterior Specialties	10
10350	Nautical Flagpoles	10 75 19	Nautical Flagpoles	Exterior Specialties	10
10350	Wall-Mounted Flagpoles	10 75 23	Wall-Mounted Flagpoles	Exterior Specialties	10
10400	IDENTIFICATION DEVICES	10 13 00	Directories	Signage	10
10400	IDENTIFICATION DEVICES	10 14 00	Signage	Signage	10
10410	Directories	10 13 00	Directories	Signage	10
10410	Electronic Directories	10 13 13	Electronic Directories	Signage	10
10420	Plaques	10 14 16	Plaques	Signage	10
10430	Exterior Dimensional Letter	10 14 19	Dimensional Letter Signage	Signage	10
10430	Exterior Electronic Message Signage	10 14 63	Electronic Message Signage	Signage	10
10430	Exterior Post and Panel/Pylon Signage	10 14 26	Post and Panel/Pylon Signage	Signage	10
10430	Exterior Signage	10 14 00	Signage	Signage	10
10430	Illuminated Exterior Signage	10 14 33	Illuminated Panel Signage	Signage	10
10430	Non-Illuminated Exterior Signage	10 14 36	Non-Illuminated Panel Signage	Signage	10
10440	Engraved Interior Signage	10 14 23.13	Engraved Panel Signage	Signage	10
10440	Illuminated Interior Signage	10 14 33	Illuminated Panel Signage	Signage	10
10440	Interior Dimensional Letters	10 14 19	Dimensional Letter Signage	Signage	10
10440	Interior Door Signage	10 14 00	Signage	Signage	10
10440	Interior Electronic Message Signage	10 14 63	Electronic Message Signage	Signage	10
10440	Interior Signage	10 14 00	Signage	Signage	10
10440	Non-Illuminated Interior Signage	10 14 36	Non-Illuminated Panel Signage	Signage	10
10450	Detection and Counting Devices	11 14 43.13	Electronic Detection and Counting Systems	Tenant Control Devices	10
10450	PEDESTRIAN CONTROL DEVICES	11 14 00	Pedestrian Control Equipment	Tenant Control Devices	10
10450	Portable Posts and Railings	11 14 13.13	Portable Posts and Railings	Tenant Control Devices	10
10450	Rotary Gates	11 14 13.16	Rotary Gates	Tenant Control Devices	10
10450	Turnstiles	11 14 13.19	Turnstiles	Tenant Control Devices	10
10500	Coin Operated Lockers	10 51 00	Lockers	Lockers	10
10500	Glass Lockers	10 51 33	Glass Lockers	Lockers	10
10500	LOCKERS	10 51 00	Lockers	Lockers	10
10500	Metal Lockers	10 51 13	Metal Lockers	Lockers	10
10500	Plastic Lockers	10 51 26	Plastic Lockers	Lockers	10
10500	Plastic-Laminate-Faced Lockers	10 51 23	Plastic-Laminate-Clad Lockers	Lockers	10
10500	Recycled Plastic Lockers	10 51 26.13	Recycled Plastic Lockers	Lockers	10
10500	Wood Lockers	10 51 16	Wood Lockers	Lockers	10
10520	Fire Blankets and Cabinets	10 44 33	Fire Blankets and Cabinets	Fire Protection Specialties	10
10520	Fire Extinguisher Accessories	10 44 43	Fire Extinguisher Accessories	Fire Protection Specialties	10
10520	Fire Extinguisher Cabinets	10 44 13	Fire Extinguisher Cabinets	Fire Protection Specialties	10
10520	Fire Extinguishers	10 44 16	Fire Extinguishers	Fire Protection Specialties	10
10520	FIRE PROTECTION SPECIALTIES	10 44 00	Fire Protection Specialties	Fire Protection Specialties	10
10520	Wheeled Fire Extinguisher Units	10 44 16.16	Wheeled Fire Extinguisher Units	Fire Protection Specialties	10
10530	Awnings	10 73 13	Awnings	Exterior Specialties	10
10530	Canopies	10 73 16	Canopies	Exterior Specialties	10
10530	Car Shelters	10 73 23	Car Shelters	Exterior Specialties	10
10530	PROTECTIVE COVERS	10 73 00	Protective Covers	Exterior Specialties	10
10530	Walkway Coverings	10 73 26	Walkway Coverings	Exterior Specialties	10
10550	Central Mail Delivery Boxes	10 55 13	Central Mail Delivery Boxes	Exterior Specialties	10
10550	Collection Boxes	10 55 16	Mail Collection Boxes	Exterior Specialties	10
10550	Mail Boxes	10 55 23	Mail Boxes	Exterior Specialties	10
10550	Mail Chutes	10 55 91	Mail Chutes	Exterior Specialties	10
10550	POSTAL SPECIALTIES	10 55 00	Postal Specialties	Exterior Specialties	10
10600	PARTITIONS	10 22 00	Partitions	Exterior Specialties	10
10605	Wire Mesh Partitions	10 22 13	Wire Mesh Partitions	Exterior Specialties	10
10610	Folding Gates	10 22 16	Folding Gates	Exterior Specialties	10
10615	Demountable Gypsum Board Partitions	10 22 19.53	Demountable Gypsum Partitions	Special Partitions	10
10615	Demountable Metal Partitions	10 22 19.13	Demountable Metal Partitions	Special Partitions	10
10615	Demountable Partitions	10 22 19	Demountable Partitions	Special Partitions	10
10615	Demountable Wood Partitions	10 22 19.23	Demountable Wood Partitions	Special Partitions	10
10630	Portable Partitions, Screens, and Panels	10 22 23	Portable Partitions, Screens, and Panels	Special Partitions	10
10650	Accordion Folding Partitions	10 22 26.13	Accordion Folding Partitions	Special Partitions	10
10650	Coiling Partitions	10 22 26.23	Coiling Partitions	Special Partitions	10
10650	Folding Panel Partitions	10 22 26.33	Folding Panel Partitions	Special Partitions	10
10650	Operable Partitions	10 22 26	Operable Partitions	Special Partitions	10
10650	Sliding Partitions	10 22 26.43	Sliding Partitions	Special Partitions	10
10670	Metal Storage Shelving	10 56 13	Metal Storage Shelving	Office Storage	10
10670	Mobile Storage Units	10 56 26	Mobile Storage Shelving	Office Storage	10
10670	Prefabricated Wood Storage Shelving	10 56 16	Fabricated Wood Storage Shelving	Office Storage	10
10670	Recycled Plastic Storage Shelving	10 56 19.13	Recycled Plastic Storage Shelving	Office Storage	10
10670	STORAGE SHELVING	10 56 00	Storage Assemblies	Office Storage	10
10670	Wire Storage Shelving	10 56 23	Wire Storage Shelving	Office Storage	10
10700	EXTERIOR PROTECTION	10 71 00	Exterior Protection	Exterior Protection	10
10705	Exterior Sun Control Devices	10 71 13	Exterior Sun Control Devices	Exterior Protection	10
10710	Exterior Shutters	10 71 13.13	Exterior Shutters	Exterior Protection	10
10715	Storm Panels	10 71 16	Storm Panels	Exterior Protection	10
10720	Exterior Louvers	08 91 00	Louvers	Exterior Protection	10
10750	Telephone Directory Units	10 17 13	Telephone Directory Units	Telephone Specialties	10
10750	Telephone Enclosures	10 17 16	Telephone Enclosures	Telephone Specialties	10
10750	Telephone Shelving	10 17 19	Telephone Shelving	Telephone Specialties	10
10750	TELEPHONE SPECIALTIES	10 17 00	Telephone Specialties	Telephone Specialties	10
10800	TOILET, BATH, AND LAUNDRY ACCESSORIES	10 28 00	Toilet, Bath, and Laundry Accessories	Toilet, Bath, & Laundry Specialties	10
10810	Commercial Toilet Accessories	10 28 13.13	Commercial Toilet Accessories	Toilet, Bath, & Laundry Specialties	10
10810	Detention Toilet Accessories	10 28 13.63	Detention Toilet Accessories	Toilet, Bath, & Laundry Specialties	10
10810	Hospital Toilet Accessories	10 28 13.19	Healthcare Toilet Accessories	Toilet, Bath, & Laundry Specialties	10
10810	Toilet Accessories	10 28 13	Toilet Accessories	Toilet, Bath, & Laundry Specialties	10
10820	Bath Accessories	10 28 16	Bath Accessories	Toilet, Bath, & Laundry Specialties	10
10820	Residential Bath Accessories	10 28 16.13	Residential Bath Accessories	Toilet, Bath, & Laundry Specialties	10
10820	Shower and Tub Doors	10 28 19	Tub and Shower Doors	Toilet, Bath, & Laundry Specialties	10
10830	Built-In Ironing Boards	10 28 23.13	Built-In Ironing Boards	Toilet, Bath, & Laundry Specialties	10
10830	Clothes Drying Racks	10 28 23.16	Clothes Drying Racks	Toilet, Bath, & Laundry Specialties	10
10830	Laundry Specialties	10 28 23	Laundry Accessories	Toilet, Bath, & Laundry Specialties	10
10880	SCALES	10 88 00	Scales	Toilet, Bath, & Laundry Specialties	10
10900	Hat and Coat Racks	10 57 13	Hat and Coat Racks	Toilet, Bath, & Laundry Specialties	10
10900	WARDROBE AND CLOSET SPECIALTIES	10 57 00	Wardrobe and Closet Specialties	Toilet, Bath, & Laundry Specialties	10
11010	Floor and Wall Cleaning Equipment	11 24 13	Floor and Wall Cleaning Equipment	Equipment	11
11010	Housekeeping Carts	11 24 16	Housekeeping Carts	Equipment	11
11010	MAINTENANCE EQUIPMENT	11 24 00	Maintenance Equipment	Equipment	11
11010	Vacuum Cleaning Systems	11 24 19	Vacuum Cleaning Systems	Equipment	11
11010	Window Washing Systems	11 24 23	Window Washing Systems	Equipment	11
11020	Safe Deposit Boxes	11 16 13	Safe Deposit Boxes	Equipment	11
11020	Safes	11 16 16	Safes	Equipment	11
11020	SECURITY AND VAULT EQUIPMENT	11 16 00	Vault Equipment	Equipment	11
11020	Vault Doors and Day Gates	08 34 59	Vault Doors and Day Gates	Equipment	11
11030	Automatic Banking Systems	11 17 16	Automatic Banking Systems	Equipment	11
11030	Money Cart Pass-Through	11 17 33	Money Cart Pass-Through	Equipment	11
11030	Package Transfer Units	11 17 36	Package Transfer Units	Equipment	11
11030	Service and Teller Window Units	08 56 59	Service and Teller Window Units	Equipment	11
11030	TELLER AND SERVICE EQUIPMENT	11 17 00	Teller and Service Equipment	Equipment	11
11030	Teller Equipment Systems	11 17 13	Teller Equipment Systems	Equipment	11
11040	Baptistries	11 91 13	Baptisteries	Equipment	11
11040	Chancel Fittings	11 91 00	Religious Equipment	Equipment	11
11040	ECCLESIASTICAL EQUIPMENT	11 91 00	Religious Equipment	Equipment	11
11050	Automated Book Storage and Retrieval Systems	11 51 13	Automated Book Storage and Retrieval Systems	Equipment	11
11050	Book Depositories	11 51 16	Book Depositories	Equipment	11
11050	Book Theft Protection Equipment	11 51 19	Book Theft Protection Equipment	Equipment	11
11050	LIBRARY EQUIPMENT	11 51 00	Library Equipment	Equipment	11
11050	Library Stack Systems	11 51 23	Library Stack Systems	Equipment	11
11060	Acoustical Shells	11 61 13	Acoustical Shells	Equipment	11
11060	Folding and Portable Stages	11 61 23	Folding and Portable Stages	Equipment	11
11060	Rigging Systems and Controls	11 61 33	Rigging Systems and Controls	Equipment	11
11060	Stage Curtains	11 61 43	Stage Curtains	Equipment	11
11060	THEATER AND STAGE EQUIPMENT	11 61 00	Theater and Stage Equipment	Equipment	11
11070	Bells	11 62 19	Organs	Equipment	11
11070	Carillons	11 62 16	Carillons	Equipment	11
11070	INSTRUMENTAL EQUIPMENT	11 62 00	Musical Equipment	Equipment	11
11070	Organs	11 62 13	Bells	Equipment	11
11080	REGISTRATION EQUIPMENT	11 21 13	Cash Registers and Checking Equipment	Equipment	11
11090	CHECKROOM EQUIPMENT	11 21 33	Checkroom Equipment	Equipment	11
11100	Barber and Beauty Shop Equipment	11 21 53	Barber and Beauty Shop Equipment	Equipment	11
11100	Cash Registers and Checking Equipment	11 21 13	Cash Registers and Checking Equipment	Equipment	11
11100	Display Cases	10 12 00	Display Cases	Equipment	11
11100	Food Processing Equipment	11 21 00	Mercantile and Service Equipment	Equipment	11
11100	Food Weighing and Wrapping Equipment	11 21 43	Weighing and Wrapping Equipment	Equipment	11
11100	MERCANTILE EQUIPMENT	11 21 00	Mercantile and Service Equipment	Equipment	11
11110	COMMERCIAL LAUNDRY AND DRY CLEANING EQUIPMENT	11 23 00	Commercial Laundry and Dry Cleaning Equipment	Equipment	11
11110	Dry Cleaning Equipment	11 23 13	Dry Cleaning Equipment	Equipment	11
11110	Drying and Conditioning Equipment	11 23 16	Drying and Conditioning Equipment	Equipment	11
11110	Finishing Equipment	11 23 19	Finishing Equipment	Equipment	11
11110	Ironing Equipment	11 23 23	Commercial Ironing Equipment	Equipment	11
11110	Washers and Extractors	11 23 26	Commercial Washers and Extractors	Equipment	11
11120	Money-Changing Machines	11 14 16.19	Money-Changing Machines	Equipment	11
11120	VENDING EQUIPMENT	11 21 23	Vending Equipment	Equipment	11
11120	Vending Machines	11 21 23.13	Vending Machines	Equipment	11
11130	AUDIO-VISUAL EQUIPMENT	11 52 00	Audio-Visual Equipment	Equipment	11
11130	Learning Laboratories	11 52 00	Audio-Visual Equipment	Equipment	11
11130	Projection Screens	11 52 13	Projection Screens	Equipment	11
11130	Projectors	11 52 16	Projectors	Equipment	11
11140	Compressed Air Equipment	11 11 13	Compressed-Air Vehicle Service Equipment	Equipment	11
11140	Fuel Dispensing Equipment	23 12 16	Facility Gasoline Dispensing Pumps	Equipment	11
11140	Lubrication Equipment	11 11 19	Vehicle Lubrication Equipment	Equipment	11
11140	Tire Changing Equipment	11 11 23	Tire-Changing Equipment	Equipment	11
11140	VEHICLE SERVICE EQUIPMENT	11 11 00	Vehicle Service Equipment	Equipment	11
11140	Vehicle Washing Equipment	11 11 26	Vehicle-Washing Equipment	Equipment	11
11150	Coin Machine Units	11 12 26.13	Parking Fee Coin Collection Equipment	Equipment	11
11150	Key and Card Control Units	11 12 13	Parking Key and Card Control Units	Equipment	11
11150	PARKING CONTROL EQUIPMENT	11 12 00	Parking Control Equipment	Equipment	11
11150	Parking Gates	11 12 33	Parking Gates	Equipment	11
11150	Ticket Dispensers	11 12 16	Parking Ticket Dispensers	Equipment	11
11160	Dock Bumpers	11 13 13	Loading Dock Bumpers	Equipment	11
11160	Dock Levelers	11 13 19.13	Loading Dock Levelers	Equipment	11
11160	Dock Lifts	11 13 19.23	Stationary Loading Dock Lifts	Equipment	11
11160	LOADING DOCK EQUIPMENT	11 13 00	Loading Dock Equipment	Equipment	11
11160	Portable Ramps, Bridges, and Platforms	11 13 23	Portable Dock Equipment	Equipment	11
11160	Seals and Shelters	11 13 16	Loading Dock Seals and Shelters	Equipment	11
11160	Truck Restraints	11 13 19.33	Loading Dock Truck Restraints	Equipment	11
11170	Bins	11 82 13	Solid Waste Bins	Equipment	11
11170	Bins	44 51 26	Solid Waste Containers	Equipment	11
11170	Chutes and Collectors	14 91 82	Trash Chutes	Equipment	11
11170	Packaged Incinerators	11 82 19	Packaged Incinerators	Equipment	11
11170	Pneumatic Waste Equipment	44 51 00	Solid Waste Control Equipment	Equipment	11
11170	Pulping Machines	44 51 00	Solid Waste Control Equipment	Equipment	11
11170	Recycling Equipment	11 82 23	Recycling Equipment	Equipment	11
11170	SOLID WASTE HANDLING EQUIPMENT	11 82 00	Solid Waste Handling Equipment	Equipment	11
11170	Waste Compactors and Destructors	11 82 26	Waste Compactors and Destructors	Equipment	11
11170	Waste Compactors and Destructors	44 51 13	Solid Waste Compactors	Equipment	11
11190	DETENTION EQUIPMENT	11 19 00	Detention Equipment	Equipment	11
11200	WATER SUPPLY AND TREATMENT EQUIPMENT	44 40 00	Water Treatment Equipment	Equipment	11
11210	Supply and Treatment Pumps	33 12 23	Water Utility Pumping Stations	Equipment	11
11210	Supply and Treatment Pumps	44 42 56	Water Treatment Pumps	Equipment	11
11220	Mixers and Flocculators	44 44 36	Water Flocculators	Equipment	11
11225	Clarifiers	44 42 23	Water Treatment Clarifiers	Equipment	11
11230	Water Aeration Equipment	44 42 13	Aeration Water Treatment Equipment	Equipment	11
11240	Chemical Feed Equipment	44 44 13	Water Treatment Chemical Feed Equipment	Equipment	11
11240	Coagulant Feed Equipment	44 44 19	Water Coagulators	Equipment	11
11250	Base-Exchange or Zeolite Equipment	44 44 00	Water Treatment Chemical Systems Equipment	Equipment	11
11250	Lime Soda Process Equipment	44 44 13	Water Treatment Chemical Feed Equipment	Equipment	11
